,final_cell_type_B cells,final_cell_type_CD4,final_cell_type_CD4 Treg,final_cell_type_CD8,final_cell_type_Collagen CAF,final_cell_type_IDO_CD4,final_cell_type_IDO_CD8,final_cell_type_IFN CAF,final_cell_type_Ki67_CD4,final_cell_type_Ki67_CD8,final_cell_type_PD1 CD4,final_cell_type_PDPN CAF,final_cell_type_SMA CAF,final_cell_type_TCF1/7 CD4,final_cell_type_TCF1/7 CD8,final_cell_type_dCAF,final_cell_type_endothelial,final_cell_type_high endothelial venules (HEV),final_cell_type_hypoxic CAF,final_cell_type_hypoxic tCAF,final_cell_type_iCAF,final_cell_type_lymphatic endothelial,final_cell_type_mCAF,final_cell_type_myeloid,final_cell_type_neutrophils,final_cell_type_tCAF,final_cell_type_vCAF,roi_id
final_cell_type_dCAF,0.0,0.0,0.0,0.0,-0.4250866201717581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3668894472080053,-0.4830085886280394,0.0,-1.104322468071105,0.0,0.0,0.0,0.0,-0.41934296794957204,0.0,0.0,-0.3499888508226798,NSCLC_ALL_176_C_C1_6
final_cell_type_endothelial,0.0,0.0,0.0,0.0,-0.5559568270583897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3069177697944826,0.002865024189863535,0.0,-0.5674632322443429,0.0,0.0,0.0,0.0,-0.4176133523656516,0.0,0.0,-0.19746111015242776,NSCLC_ALL_176_C_C1_6
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_hypoxic CAF,0.0,0.0,0.0,0.0,-0.5422645036609894,0.0,0.0,0.0,0.0,0.0,0.0,-0.008595968506213206,0.0,0.0,0.0,-1.104322468071105,-0.521705902099646,0.0,0.46812789431518476,0.0,0.0,0.0,0.0,-0.9146107691304792,0.0,0.0,-1.9331766442828737,NSCLC_ALL_176_C_C1_6
final_cell_type_hypoxic tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_iCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_lymphatic endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_mCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_myeloid,0.06401161468093397,0.0,0.0,0.0,-0.47857520460934866,0.0,0.0,0.0,0.0,0.0,0.0,-1.1807852620434465,0.0,0.0,0.0,-0.4473716155108882,-0.39741001791603003,0.0,-0.946795178059239,0.0,0.0,0.0,0.0,-0.30120094633399186,-0.4265330580188067,0.0,-0.3001216229510701,NSCLC_ALL_176_C_C1_6
final_cell_type_neutrophils,0.0,0.0,0.0,0.0,-0.45408343851762645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4845248393358872,0.3937143576944985,0.0,-0.4243411415644671,NSCLC_ALL_176_C_C1_6
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_6
final_cell_type_vCAF,0.0,0.0,0.0,0.0,-0.568140159011286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4169354784134436,-0.19746111015242776,0.0,-1.6321652669294022,0.0,0.0,0.0,0.0,-0.3805277837349963,-0.2994026934028877,0.0,-0.2914831327963049,NSCLC_ALL_176_C_C1_6
final_cell_type_B cells,0.666528678056345,0.0,0.0,0.0,-0.4358524070469626,0.0,0.0,-0.33310780485685515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3183909834533888,0.0,0.0,-0.4340576519656376,0.0,0.0,0.0,0.0,-0.025486391135657132,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_CD4 Treg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_Collagen CAF,-0.59075385927131,0.0,0.0,0.0,-0.2664610625171473,0.0,0.0,-0.832158550198232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8845376441106879,-0.8439300446696869,0.0,-0.7585904565238263,-0.5804200345706756,0.0,0.0,0.0,-0.5925285113415923,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_IFN CAF,-0.33310780485685515,0.0,0.0,0.0,-0.877915712890034,0.0,0.0,0.6492622469493495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12989667965127938,0.0,0.0,0.12266962885071091,-0.009106756295145586,0.0,0.0,0.0,-0.42210773816444264,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_Ki67_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_PDPN CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2401002341134683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_SMA CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9443993273584474,0.0,0.0,-0.23781512949892847,0.0,0.0,0.1146660229003673,0.0,0.0,0.0,0.0,0.1824484028484853,0.0,0.0,0.9236498937912963,NSCLC_ALL_176_C_C1_7
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_dCAF,-0.4944817905021611,0.0,0.0,0.0,-0.9377827218385798,0.0,0.0,0.06294994369125437,0.0,0.0,0.0,0.2401002341134683,-0.23781512949892847,0.0,0.0,-0.22635983768323448,0.0,0.0,-0.8170999125677968,0.0,0.0,0.0,0.0,-0.8882377350056182,0.0,0.0,0.03892436518623537,NSCLC_ALL_176_C_C1_7
final_cell_type_endothelial,0.0,0.0,0.0,0.0,-0.8117455778623676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20026436933020558,0.0,-0.17734913823093995,-0.13077815471743878,0.0,0.0,0.0,-0.42241885682302216,0.0,0.0,0.068908009907299,NSCLC_ALL_176_C_C1_7
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_hypoxic CAF,-0.4340576519656376,0.0,0.0,0.0,-0.704233087260858,0.0,0.0,-0.35445097101515355,0.0,0.0,0.0,0.0,0.1146660229003673,0.0,0.0,-0.8170999125677968,-0.4783784805641359,0.0,0.14658023651551355,0.3688716862622514,0.0,0.0,0.0,0.0,0.0,0.0,0.0910444414474812,NSCLC_ALL_176_C_C1_7
final_cell_type_hypoxic tCAF,0.0,0.0,0.0,0.0,-0.6773296343941114,0.0,0.0,-0.009106756295145586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13077815471743878,0.0,0.3688716862622514,0.0,0.0,0.0,0.0,-0.3479094790927336,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_iCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_lymphatic endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_mCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_myeloid,-0.13463072897687428,0.0,0.0,0.0,-0.5761381580966625,0.0,0.0,-0.29716928852330393,0.0,0.0,0.0,0.0,0.1824484028484853,0.0,0.0,-0.7632998377847743,-0.42241885682302216,0.0,-1.001359440980879,-0.3479094790927336,0.0,0.0,0.0,0.0625308649386567,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_neutrophils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_vCAF,0.0,0.0,0.0,0.0,-1.3735522904241575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9236498937912963,0.0,0.0,0.03892436518623537,0.068908009907299,0.0,0.0910444414474812,0.0,0.0,0.0,0.0,-0.4440833402129287,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_7
final_cell_type_B cells,-0.204706543537711,0.0,0.0,-0.8450267142837287,-0.7844656379695129,0.0,0.0,0.0,0.0,-0.8476704587240881,0.0,-0.7704895855665144,-0.5319596036171165,0.0,0.0,-0.8039174116431465,-0.9292061539250189,0.0,-1.1522983593175085,-0.8575347868301694,0.0,-1.0543021249955218,-0.8951060005809601,-0.48228133725943334,-0.6174997408389474,-0.8756463179268338,-0.949483943160305,NSCLC_ALL_176_C_C1_8
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_CD4 Treg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_CD8,-0.7124019488946465,0.0,0.0,0.0,-0.29943550494923643,0.0,0.0,0.0,0.0,0.0,0.0,-0.2005933301050257,-0.4549834983264928,0.0,0.0,0.0,0.0,0.0,0.0,0.29093615813580054,0.0,0.0,0.0,-0.41846090998590235,0.0,0.0,0.2041654988092164,NSCLC_ALL_176_C_C1_8
final_cell_type_Collagen CAF,-0.6635082729805205,0.0,0.0,-0.29943550494923643,0.021152102456411484,0.0,0.0,0.43930959023506944,0.0,0.0,0.0,-0.3487048437993713,-0.9065756886345245,0.0,0.0,-0.3784297016512162,-0.40389663965900563,0.0,0.09128482802973395,0.3397548185611555,0.0,-0.26753792845652,0.009651969434120403,-0.8699266365544238,-0.35403938629382115,-0.09063768096772244,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_IFN CAF,0.0,0.0,0.0,0.0,0.43930959023506944,0.0,0.0,0.0,0.0,0.0,0.0,0.5264242606261044,0.0,0.0,0.0,0.0,0.0,0.0,0.3221913545015237,0.9279334868163327,0.0,1.26217720875768,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_Ki67_CD8,-0.8476704587240881,0.0,0.0,0.0,-0.6046932403552298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6351855328730943,0.0,0.0,0.5377606611218246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.297774677641351,0.01572680369926412,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_PDPN CAF,-0.7405265328691062,0.0,0.0,-0.2005933301050257,-0.4278858959732268,0.0,0.0,0.5264242606261044,0.0,-0.20741645434782668,0.0,0.31627619470854723,-0.9814552102443043,0.0,0.0,-0.5790664545588393,0.0,0.0,-0.06296935541311142,-0.2170928314957869,0.0,0.0,-0.28823168491352,-0.9448320111929925,-0.4969162413514571,0.0,-0.30747789431053213,NSCLC_ALL_176_C_C1_8
final_cell_type_SMA CAF,-0.45776099024742756,0.0,0.0,-0.6310741383153874,-0.7146914132380109,0.0,0.0,0.0,0.0,-0.6351855328730943,0.0,-0.8565175139873911,0.07225049252294831,0.0,0.0,-0.3121991521268148,0.0,0.0,-0.9728425616062326,0.0,0.0,0.0,-0.41895152819695186,-0.6244364612979603,-0.6277454858013807,-0.4220095476041108,-0.25926306395563775,NSCLC_ALL_176_C_C1_8
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_dCAF,-0.8158165581361405,0.0,0.0,0.0,-0.3784297016512162,0.0,0.0,0.0,0.0,0.5377606611218246,0.0,-0.5790664545588393,-0.35795654366338986,0.0,0.0,0.11083853950826701,0.0,0.0,-0.7917758269919306,0.0,0.0,0.0,-0.6197363243027484,-0.6735315901180988,-0.35123167160568297,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_endothelial,-0.8244715940546496,0.0,0.0,0.0,-0.40389663965900563,0.0,0.0,0.0,0.0,0.0,0.0,-0.1802440974749717,0.0,0.0,0.0,0.0,0.8335547329939744,0.0,0.0,0.0,0.0,0.0,0.0,0.02798329552740095,0.22177077212396684,0.5163701830423837,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_hypoxic CAF,-1.0418872603643876,0.0,0.0,0.0,0.14422086282810395,0.0,0.0,0.4982825446171323,0.0,0.0,0.0,-0.06296935541311142,-1.3707764507904856,0.0,0.0,-0.7917758269919306,0.0,0.0,1.0026716840904242,0.4758679674672073,0.0,0.3966432403901517,-0.19969613417225363,-1.6351577880875074,-0.7094769823820883,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_hypoxic tCAF,-0.8575347868301694,0.0,0.0,0.0,0.28860232094164595,0.0,0.0,0.9279334868163327,0.0,0.0,0.0,0.08393680619762188,0.0,0.0,0.0,0.0,0.0,0.0,0.3509292792533023,0.8556436391179568,0.0,1.2942956026612524,0.037841948317172136,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_iCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_lymphatic endothelial,-1.0543021249955218,0.0,0.0,0.0,0.03349166514600131,0.0,0.0,1.26217720875768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4635900051297248,1.2942956026612524,0.0,1.4136435213379934,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_mCAF,-0.6770515864578381,0.0,0.0,-0.24336504029839087,0.11231422191042163,0.0,0.0,0.0,0.0,0.0,0.0,-0.28823168491352,-0.24286064899358306,0.0,0.0,-0.6197363243027484,0.0,0.0,-0.07475756952122313,0.037841948317172136,0.0,0.0,0.09660854804893189,-0.31541672395840914,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_myeloid,-0.47277088762800556,0.0,0.0,-0.5945515999070463,-0.9790701862874178,0.0,0.0,0.0,0.0,-0.5988038112035203,0.0,-1.120921357819454,-0.6507652857059643,0.0,0.0,-0.6735315901180988,-0.030008593279765714,0.0,-1.6351577880875074,0.0,0.0,0.0,-0.38236336394832965,-0.403263661890234,-0.49424204685758716,-0.38580788911405534,-0.6999419625470065,NSCLC_ALL_176_C_C1_8
final_cell_type_neutrophils,-0.5261699466002487,0.0,0.0,0.0,-0.42098601236621813,0.0,0.0,0.0,0.0,0.01572680369926412,0.0,0.0,-0.5308358413972677,0.0,0.0,-0.17514073755862997,0.22177077212396684,0.0,-0.7094769823820883,0.0,0.0,0.0,0.0,-0.49424204685758716,-0.26934629690757883,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_tCAF,-0.8756463179268338,0.0,0.0,0.0,0.08545339972657759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4220095476041108,0.0,0.0,0.0,0.5163701830423837,0.0,0.0,0.0,0.0,0.0,0.0,-0.38580788911405534,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_8
final_cell_type_vCAF,-0.7531907038575265,0.0,0.0,0.2041654988092164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30747789431053213,-0.25926306395563775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22282215872152944,0.0,0.0,0.6892568296483793,NSCLC_ALL_176_C_C1_8
final_cell_type_B cells,-0.01765102385665366,0.0,0.0,-0.7457061168250019,-0.7529227690715883,0.0,-0.616720954097669,-0.8929222032850902,0.0,0.006534416454588335,0.0,-0.6662843038334582,-0.9079159570876778,0.0,0.0,-0.41040191794196396,-0.6767842924677642,0.0,0.0,0.0,0.0,0.0,0.0,-0.2904116444385843,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_9
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_9
final_cell_type_CD4 Treg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_9
final_cell_type_CD8,-0.6857084991743498,0.0,0.0,-0.5518818358297131,0.0,0.0,-0.3815832784639186,-0.43957340875200135,0.0,-0.8871241696696852,0.0,-0.7613491280834997,-0.8390848930057215,0.0,0.0,-0.7399371041813937,-0.5287600254361138,0.0,-0.2083052122856754,0.0,-0.3222989218388784,0.0,0.0,-0.5225844242275319,0.0,0.0,-0.5912212371253149,NSCLC_ALL_176_C_C1_9
final_cell_type_Collagen CAF,-0.7529227690715883,0.0,0.0,0.0,0.0,0.0,0.0,-0.7268612918492804,0.0,0.0,0.0,-0.24462672423828968,0.5824162202694568,0.0,0.0,0.0,-0.18592938218362298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_9
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_9
final_cell_type_IDO_CD8,-0.6678732519422503,0.0,0.0,-0.422975859061671,0.0,0.0,-0.5167517876924478,-0.3410620651699315,0.0,0.0,0.0,-0.7583780937715617,-0.9326025312839822,0.0,0.0,0.0,-0.5252420112102452,0.0,0.0,0.0,0.27022566002528053,0.0,0.0,-0.6158395491952116,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_9
final_cell_type_IFN CAF,-0.9015223071678451,0.0,0.0,-0.45677539057793026,-0.7268612918492804,0.0,-0.36909072527290027,-0.2641300156530352,0.0,-0.7077468133158882,0.0,-0.5313401682412265,-0.5141874159746274,0.0,0.0,-0.31720615544010394,-0.2604048606461832,0.0,0.0,0.0,-0.26576320190998026,0.0,0.0,-0.7997980475324585,0.0,0.0,-0.7121071369208757,NSCLC_ALL_176_C_C1_9
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_9
final_cell_type_Ki67_CD8,-0.034858225922740904,0.0,0.0,-0.5860958484832282,0.0,0.0,0.0,-0.7077468133158882,0.0,0.0,0.0,-0.22573977245125582,0.0,0.0,0.0,0.38096423739810376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14084556394712497,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_9
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_9
final_cell_type_PDPN CAF,-0.6662843038334582,0.0,0.0,-0.7613491280834997,-0.24462672423828968,0.0,-0.28125849891387417,-0.3716397795676653,0.0,-0.22573977245125582,0.0,0.14608866900617987,-0.028054830085444737,0.0,0.0,0.0,-0.3408262015726734,0.0,0.0,0.0,0.0,0.0,0.0,-0.5563355530403504,0.0,0.0,0.06578141620367764,NSCLC_ALL_176_C_C1_9
final_cell_type_SMA CAF,-0.9079159570876778,0.0,0.0,-0.7599041466682847,0.5366587423307061,0.0,-0.9326025312839822,-0.46998389080180303,0.0,0.0,0.0,-0.2710925313154068,0.5087936480566457,0.0,0.0,0.0,-0.16306338942031368,0.0,0.0,0.0,0.0,0.0,0.0,-0.9069131232652323,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_9
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_9
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_9
final_cell_type_dCAF,-0.5864926183268689,0.0,0.0,-0.4389083016590904,0.0,0.0,0.0,-0.20806188635982592,0.0,0.38096423739810376,0.0,0.0,0.0,0.0,0.0,0.0,-0.32160217429823684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_176_C_C1_9
